NAME,FUNCTION LOCATION,DESCRIPTION,PARAMETERS,RETURNS,DEPENDANCY,DEPENDANCY LOCATION
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_misc_util.py,,,,int_func ; join ; get ; minrelpath ; gpaths ; get_shared_lib_extension ; get_info ; appendpath ; get_info ; append ; _info ; info ; min ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; join ; equal ; join ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; equal ; join ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; equal ; join ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; equal ; join ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; equal ; appendpath ; append ; fix ; eq ; assert_equal ; assert_ ; assert_equal ; join ; fix ; replace ; replace ; place ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; equal ; minrelpath ; eq ; min ; assert_equal ; assert_ ; assert_equal ; gpaths ; join ; minrelpath ; min ; gpaths ; join ; assert_ ; gpaths ; _info ; info ; join ; _info ; info ; assert_ ; get ; get_shared_lib_extension ; get ; get_shared_lib_extension ; startswith ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; startswith ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; startswith ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; startswith ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; get ; get_shared_lib_extension ; assert_ ; all ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_shell_utils.py,,,,int_func ; fix ; Parser ; Parser ; eq ; ,Body ;Body ;Body ;Body ;Argument ;
Parser(request):,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_shell_utils.py,,,,eq ; fix ; Parser ; ,Return ;Body ;Argument ;
runner(Parser):,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_shell_utils.py,,,,Parser ; Parser ; put ; put ; Parser ; tri ; put ; put ; tri ; join ; Parser ; runner ; _sub ; ,Body ;Body ;Return ;Return ;Body ;Body ;Return ;Return ;Body ;Argument ;Argument ;Argument ;Argument ;
"test_join_matches_subprocess(Parser, runner, argv):",https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_shell_utils.py,     Test that join produces strings understood by subprocess,,,join ; prod ; tri ; inv ; dump ; dumps ; join ; Parser ; decode ; join ; runner ; loads ; load ; loads ; load ; load ; loads ; tri ; Parser ; roundtrip ; tri ; ,Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;Argument ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_system_info.py,,,,int_func ; equal ; eq ; assert_equal ; assert_ ; assert_equal ; raises ; assert_raises ; Parser ; _info ; info ; _info ; info ; _info ; info ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"get_class(name, notfound_action=1):",https://github.com//numpy/numpy/blob/master/numpy/distutils/tests/test_system_info.py,     notfound_action:      0 - do nothing      1 - display warning message      2 - raise error,,,disp ; get ; lower ; _info ; info ; rate ; _info ; info ; std ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/__init__.py,,,,int_func ; get ; info ; add ; all ; all ; place ; block ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"customized_fcompiler(plat=None, compiler=None):",https://github.com//numpy/numpy/blob/master/numpy/distutils/__init__.py,,,,new_fcompiler ; new_fcompiler ; ,Body ;Body ;
,https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,,,,int_func ; copy ; log ; get ; exec_command ; _std ; _std ; put ; std ; filepath_from_subprocess_output ; forward_bytes_to_stdout ; put ; _sub ; cyg2win32 ; mingw32 ; is_sequence ; eq ; min ; get ; get_num_build_jobs ; _commandline_dep_string ; tri ; all ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"_needs_build(obj, cc_args, extra_postargs, pp_opts):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Check if an objects needs to be rebuild based on its dependencies,obj : str        object file,"bool """""" # defined in unixcompiler.py    dep_file = obj + '.d' if not os.path.exists(dep_file): return True
 # dep_file is a makefile containing 'object: dependencies' # formatted like posix shell (spaces escaped, \ line continuations) # the last line contains the compiler commandline arguments as some # projects may compile an extension multiple times with different # arguments with open(dep_file, ""r"") as f:        lines = f.readlines()
    cmdline =_commandline_dep_string(cc_args, extra_postargs, pp_opts)    last_cmdline = lines[-1] if last_cmdline != cmdline: return True
    contents = ''.join(lines[:-1])    deps = [x for x in shlex.split(contents, posix=True) if x != ""\n"" and not x.endswith("":"")]
 try:        t_obj = os.stat(obj).st_mtime
 # check if any of the dependencies is newer than the object # the dependencies includes the source used to create the object for f in deps: if os.stat(f).st_mtime > t_obj: return True except OSError: # no object counts as newer (shouldn't happen if dep_file exists) return True
 return False

",diff ; _commandline_dep_string ; cmdline ; tri ; cmdline ; cmdline ; join ; split ; split ; endswith ; any ; source ; count ; place ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
"replace_method(klass, method_name, func):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,,,,_info ; info ; any ; all ; where ; where ; find ; find_executable ; ,Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;
CCompiler_find_executables(self):,https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,"     Does nothing here, but is called by the get_version method and can be    overridden by subclasses. In particular it is redefined in the `FCompiler`    class where more documentation can be found.",,,get ; all ; where ; where ; find ; replace ; replace_method ; CCompiler_find_executables ; find_executable ; replace ; place ; disp ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
"CCompiler_spawn(self, cmd, display=None):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Execute a command in a sub-process.,"cmd : str        The command to execute.    display : str or sequence of str, optional        The text to add to the log file kept by `numpy.distutils`.        If not given, `display` is equal to `cmd`.",None,disp ; eq ; add ; log ; equal ; disp ; eq ; disp ; disp ; is_sequence ; disp ; eq ; join ; disp ; disp ; log ; info ; put ; put ; all ; put ; put ; put ; all ; exec_command ; put ; tri ; empty ; exec_command ; any ; conv ; var ; block ; is_sequence ; eq ; join ; _std ; _std ; std ; forward_bytes_to_stdout ; any ; setup ; replace ; replace_method ; CCompiler_spawn ; replace ; place ; strip ; put ; tri ; source ; put ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;Argument ;Argument ;Argument ;
"CCompiler_object_filenames(self, source_filenames, strip_dir=0, output_dir=''):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Return the name of the object files for the given source files.,"source_filenames : list of str        The list of paths to source files. Paths can be either relative or        absolute, this is handled transparently.    strip_dir : bool, optional        Whether to strip the directory from the returned paths. If True,        the file name prepended by `output_dir` is returned. Default is False.    output_dir : str, optional        If given, this path is prepended to the returned paths to the        object files.",obj_names : list of str        The list of paths to the object files corresponding to the source        files in `source_filenames`.,source ; source ; source ; strip ; tri ; strip ; tri ; put ; put ; put ; put ; source ; source ; put ; put ; put ; put ; rc_name ; source ; split ; rc_name ; split ; norm ; split ; split ; startswith ; ones ; solve ; ones ; any ; norm ; find ; rfind ; rc_name ; strip ; tri ; join ; put ; put ; append ; replace ; replace_method ; CCompiler_object_filenames ; replace ; place ; put ; source ; put ; ,Body ;Body ;Body ;Body ;Body ;Return ;Return ;Return ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;Argument ;Argument ;
"CCompiler_compile(self, sources, output_dir=None, macros=None,",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Compile one or more source files.    Please refer to the Python distutils API reference for more details.,"sources : list of str        A list of filenames    output_dir : str, optional        Path to the output directory.    macros : list of tuples        A list of macro definitions.    include_dirs : list of str, optional        The directories to add to the default include file search path for        this compilation only.    debug : bool, optional        Whether or not to output debug symbols in or alongside the object        file(s).    extra_preargs, extra_postargs : ?        Extra pre- and post-arguments.    depends : list of str, optional        A list of file names that all targets depend on.","objects : list of str        A list of object file names, one per source file `sources`.",source ; det ; source ; put ; put ; put ; put ; add ; put ; put ; get ; all ; source ; get ; get_num_build_jobs ; all ; setup ; source ; _info ; info ; has_f90_header ; has_f90_header ; isin ; isin ; disp ; fix ; get ; join ; disp ; append ; join ; disp ; join ; disp ; disp ; log ; info ; put ; setup ; source ; put ; get ; join ; disp ; join ; disp ; disp ; log ; info ; _needs_build ; source ; add ; add ; tri ; all ; isin ; isin ; cyg2win32 ; cyg2win32 ; has_f90_header ; append ; append ; all ; mod ; rate ; all ; all ; ones ; ones ; replace ; replace_method ; CCompiler_compile ; replace ; place ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"CCompiler_customize_cmd(self, cmd, ignore=()):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Customize compiler using distutils command.,"cmd : class instance        An instance inheriting from `distutils.cmd.Command`.    ignore : sequence of str, optional        List of `CCompiler` commands (without ``'set_'``) that should not be        altered. Strings that are checked for are:        ``('include_dirs', 'define', 'undef', 'libraries', 'library_dirs',        'rpath', 'link_objects')``.",None,eq ; tri ; log ; info ; get ; all ; all ; all ; all ; all ; all ; all ; replace ; replace_method ; CCompiler_customize_cmd ; CCompiler_customize ; replace ; place ; tri ; ,Body ;Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
_compiler_to_string(compiler):,https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,,,,append ; get ; max ; append ; join ; ,Body ;Body ;Body ;Body ;Return ;
CCompiler_show_customization(self):,https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Print the compiler customizations to stdout.,None,None,std ; log ; get ; log ; info ; get ; log ; _compiler_to_string ; tri ; replace ; replace_method ; CCompiler_show_customization ; replace ; place ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"CCompiler_customize(self, dist, need_cxx=0):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,"     Do any platform-specific customization of a compiler instance.    This method calls `distutils.sysconfig.customize_compiler` for    platform-specific customization, as well as optionally remove a flag    to suppress spurious warnings in case C++ code is being compiled.","dist : object        This parameter is not used for anything.    need_cxx : bool, optional        Whether or not C++ has to be compiled. If so (True), the        ``""-Wstrict-prototypes""`` option is removed to prevent spurious        warnings. Default is False.",None,any ; all ; all ; any ; tri ; extract ; get ; _var ; _var ; var ; log ; info ; tri ; tri ; tri ; startswith ; replace ; replace ; place ; log ; log ; fix ; join ; put ; put ; all ; replace ; replace_method ; CCompiler_customize ; replace ; place ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
"simple_version_match(pat=r'[-.\d]+', ignore='', start=''):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,"     Simple matching of version numbers, for use in CCompiler and FCompiler.","pat : str, optional        A regular expression matching version numbers.        Default is ``r'[-.\\d]+'``.    ignore : str, optional        A regular expression matching patterns to skip.        Default is ``''``, in which case nothing is skipped.    start : str, optional        A regular expression matching the start of where to start looking        for version numbers.        Default is ``''``, in which case searching is started at the        beginning of the version string given to `matcher`.","matcher : callable        A function that is appropriate to use as the ``.version_match``        attribute of a `CCompiler` class. `matcher` takes a single parameter,        a version string.",where ; where ; tri ; all ; take ; tri ; take ; tri ; tri ; get ; tri ; cond ; replace ; replace ; place ; tri ; tri ; tri ; get ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Argument ;
"CCompiler_get_version(self, force=False, ok_status=[0]):",https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,"     Return compiler version, or None if compiler is not available.","force : bool, optional        If True, force a new determination of the version, even if the        compiler already has a version attribute. Default is False.    ok_status : list of int, optional        The list of status values returned by the version look-up process        for which a version string is returned. If the status value is not        in `ok_status`, None is returned. Default is ``[0]``.","version : str or None        Version string, in the format of `distutils.version.LooseVersion`.",det ; min ; tri ; tri ; tri ; find ; find_executable ; tri ; tri ; tri ; tri ; tri ; TD ; put ; std ; put ; all ; put ; put ; exec_command ; put ; put ; put ; all ; put ; put ; filepath_from_subprocess_output ; put ; _sub ; put ; put ; get ; replace ; replace_method ; CCompiler_get_version ; replace ; place ; ,Body ;Body ;Body ;Return ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
CCompiler_cxx_compiler(self):,https://github.com//numpy/numpy/blob/master/numpy/distutils/ccompiler.py,     Return the C++ compiler.,None,"cxx : class instance        The C++ compiler, as a `CCompiler` instance.",copy ; startswith ; replace ; replace_method ; CCompiler_cxx_compiler ; replace ; place ; mingw32 ; min ; mingw32 ; min ; mingw32 ; min ; mingw32 ; log ; info ; min ; mingw32 ; min ; new_compiler  ; ,Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;Body ;
